FaultName,Name,Distance,Displacement,HorizonName,Uncertainty,ProfilePatterns,Section,Gradients,Fault_Size
Sc_12_F_3,f39,21.5,109.1,Ka,Proven,Positive Skewed,Upper,0.86431479,Medium
Sc_12_F_3,f39,168.9,236.5,Er,Proven,Positive Skewed,Mid,0.176644737,Medium
Sc_12_F_3,f39,472.9,290.2,Pr,Secured,Positive Skewed,Mid,-0.658751696,Medium
Sc_12_F_3,f39,620.3,193.1,Di,Secured,Positive Skewed,Lower,-0.39327385,Medium
Sc_12_F_3,f39,766,135.8,So,Secured,Positive Skewed,Lower,-0.016909162,Medium
Sc_12_F_3,f39,1020.3,131.5,Gi5,Assumed,Positive Skewed,Lower,-0.114948199,Medium
Sc_12_F_3,f39,1223,108.2,Fi,Assumed,Positive Skewed,Lower,-0.518944844,Medium
Sc_12_F_3,f39,1431.5,0,Ge1,Assumed,Positive Skewed,Lower,0,Medium
Sc_12_F_10,f40,0,0,Ka,Assumed,Trapezoid,Upper,0.395017794,Small
Sc_12_F_10,f40,28.1,11.1,Hu,Assumed,Trapezoid,Upper,0.12962963,Small
Sc_12_F_10,f40,173.9,30,Ka,Proven,Trapezoid,Mid,-0.027027027,Small
Sc_12_F_10,f40,247.9,28,Er,Proven,Trapezoid,Lower,-0.36939314,Small
Sc_12_F_10,f40,323.7,0,Pr,Proven,Trapezoid,Lower,0,Small
Sc_12_F_18,f41,0,0,Er,Secured,Triangle,Upper,2.055655296,Small
Sc_12_F_18,f41,55.7,114.5,Pr,Secured,Triangle,Mid,-0.286231884,Small
Sc_12_F_18,f41,221.3,67.1,Di,Secured,Triangle,Mid,-0.366463415,Small
Sc_12_F_18,f41,385.3,7,So,Secured,Triangle,Lower,-0.043887147,Small
Sc_12_F_18,f41,544.8,0,Gi5,Secured,Triangle,Lower,0,Small
Sc_12_F_23,f42,0,0,Zo2,Proven,Positive Skewed,Upper,0.379825654,Medium
Sc_12_F_23,f42,160.6,61,Zo8,Proven,Positive Skewed,Upper,0.376150811,Medium
Sc_12_F_23,f42,388.7,146.8,La,Proven,Positive Skewed,Upper,0.208032361,Medium
Sc_12_F_23,f42,734.8,218.8,Gu,Proven,Positive Skewed,Mid,-0.202569593,Medium
Sc_12_F_23,f42,968.3,171.5,Ma,Secured,Positive Skewed,Lower,-0.313973953,Medium
Sc_12_F_23,f42,1252.4,82.3,Hu,Secured,Positive Skewed,Lower,-0.075152336,Medium
Sc_12_F_23,f42,1843.2,37.9,Ka,Secured,Positive Skewed,Lower,-0.246103896,Medium
Sc_12_F_23,f42,1997.2,0,Er,Secured,Positive Skewed,Lower,0,Medium
Sc_12_F_6,f43,0,0,La,Proven,Trapezoid,Upper,0.277333333,Small
Sc_12_F_6,f43,37.5,10.4,Gu,Proven,Trapezoid,Upper,0.01878287,Small
Sc_12_F_6,f43,170.6,12.9,Ma,Secured,Trapezoid,Upper,0.005704971,Small
Sc_12_F_6,f43,293.3,13.6,Hu,Secured,Trapezoid,Mid,0.016442451,Small
Sc_12_F_6,f43,360.2,14.7,Ka,Assumed,Trapezoid,Mid,-0.015517241,Small
Sc_12_F_6,f43,418.2,13.8,Er,Assumed,Trapezoid,Mid,-0.278787879,Small
Sc_12_F_6,f43,467.7,0,Pr,Assumed,Trapezoid,Lower,0,Small
Sc_12_F_7,f44,0,0,La,Proven,Trapezoid,Upper,0.121359223,Small
Sc_12_F_7,f44,41.2,5,Gu,Proven,Trapezoid,Upper,0.116452991,Small
Sc_12_F_7,f44,228.4,26.8,Ma,Secured,Trapezoid,Upper,0.484808454,Small
Sc_12_F_7,f44,304.1,63.5,Hu,Secured,Trapezoid,Mid,-0.031341108,Small
Sc_12_F_7,f44,441.3,59.2,Ka,Assumed,Trapezoid,Mid,-0.49068323,Small
Sc_12_F_7,f44,537.9,11.8,Er,Assumed,Trapezoid,Lower,-0.510822511,Small
Sc_12_F_7,f44,561,0,Pr,Assumed,Trapezoid,Lower,0,Small
Sc_4_F_23,f45,0,0,La,Proven,Triangle,Upper,1.171018277,Medium
Sc_4_F_23,f45,153.2,179.4,Gu,Proven,Triangle,Mid,-0.307096374,Medium
Sc_4_F_23,f45,475.9,80.3,Ma,Secured,Triangle,Mid,0.432,Medium
Sc_4_F_23,f45,663.4,161.3,Hu,Secured,Triangle,Mid,-0.276645312,Medium
Sc_4_F_23,f45,1178.5,18.8,Ka,Proven,Triangle,Lower,-0.197894737,Medium
Sc_4_F_23,f45,1273.5,0,Er,Proven,Triangle,Lower,0,Medium
Sc_1_F_1,f46,0,0,Gi5,Assumed,Bell,Upper,0.589122287,Large
Sc_1_F_1,f46,1147.3,675.9,Fi,Assumed,Bell,Mid,-0.130237523,Large
Sc_1_F_1,f46,1522,627.1,Kr-2,Secured,Bell,Mid,-0.212481426,Large
Sc_1_F_1,f46,1589.3,612.8,Mg,Secured,Bell,Mid,-0.525152112,Large
Sc_1_F_1,f46,2756.2,0,Sb,Secured,Bell,Lower,0,Large
Sc_2_F_1,f47,0,0,Gi5,Secured,Bell,Upper,0.551216931,Large
Sc_2_F_1,f47,945,520.9,Fi,Secured,Bell,Upper,0.81511254,Large
Sc_2_F_1,f47,1131.6,673,Ge1,Assumed,Bell,Mid,-0.468854655,Large
Sc_2_F_1,f47,1280.9,603,Mg,Assumed,Bell,Mid,-0.230789755,Large
Sc_2_F_1,f47,2030.5,430,Sb,Secured,Bell,Lower,-0.287625418,Large
Sc_2_F_1,f47,3525.5,0,Hf,Secured,Bell,Lower,0,Large
Sc_3_F_1,f48,0,0,Gi5,Secured,Bell,Upper,1.003651987,Large
Sc_3_F_1,f48,931,934.4,Fi,Secured,Bell,Mid,-0.495275591,Large
Sc_3_F_1,f48,1185,808.6,Ge1,Proven,Bell,Mid,0.019274376,Large
Sc_3_F_1,f48,1361.4,812,Mg,Secured,Bell,Mid,-0.294305822,Large
Sc_3_F_1,f48,1830.3,674,Sb,Assumed,Bell,Lower,-0.955080062,Large
Sc_3_F_1,f48,2536,0,Hf,Assumed,Bell,Lower,0,Large
Sc_4_F_1,f49,0,0,Zo8,Secured,Bell,Upper,0.974358974,Large
Sc_4_F_1,f49,117,114,La,Secured,Bell,Upper,-0.020408163,Large
Sc_4_F_1,f49,273.8,110.8,Gu,Secured,Bell,Upper,2.449230769,Large
Sc_4_F_1,f49,338.8,270,Ma,Secured,Bell,Upper,2.319474836,Large
Sc_4_F_1,f49,384.5,376,Hu,Secured,Bell,Upper,0.317676587,Large
Sc_4_F_1,f49,663.4,464.6,Ka,Secured,Bell,Upper,1.373765867,Large
Sc_4_F_1,f49,734.3,562,Er,Secured,Bell,Upper,-0.134977123,Large
Sc_4_F_1,f49,1127.7,508.9,Pr,Secured,Bell,Upper,0.924050633,Large
Sc_4_F_1,f49,1198.8,574.6,Di,Secured,Bell,Upper,0.53053783,Large
Sc_4_F_1,f49,1308.5,632.8,So,Secured,Bell,Upper,0.75827957,Large
Sc_4_F_1,f49,1773.5,985.4,Gi5,Secured,Bell,Mid,-0.32807138,Large
Sc_4_F_1,f49,2210.6,842,Fi,Secured,Bell,Mid,0.139604554,Large
Sc_4_F_1,f49,2711.3,911.9,Mg,Secured,Bell,Mid,-0.460674157,Large
Sc_4_F_1,f49,3236.4,670,Sb,Assumed,Bell,Lower,-0.556958763,Large
Sc_4_F_1,f49,4012.4,237.8,Hf,Assumed,Bell,Lower,-0.090097087,Large
Sc_4_F_1,f49,4269.9,214.6,Wb,Assumed,Bell,Lower,-0.232704403,Large
Sc_4_F_1,f49,5192.1,0,Gs,Assumed,Bell,Lower,0,Large
Sc_4_F_22,f50,0,0,Gu,Secured,Trapezoid,Upper,0.503080082,Small
Sc_4_F_22,f50,48.7,24.5,Ma,Secured,Trapezoid,Upper,0.242608696,Small
Sc_4_F_22,f50,163.7,52.4,Hu,Secured,Trapezoid,Mid,0.052571429,Small
Sc_4_F_22,f50,251.2,57,Ka,Proven,Trapezoid,Mid,-0.659722222,Small
Sc_4_F_22,f50,337.6,0,Er,Proven,Trapezoid,Lower,0,Small
Sc_5_F_22a,f51,0,0,La,Secured,Overlap,Upper,0.526501767,Small
Sc_5_F_22a,f51,84.9,44.7,Gu,Secured,Overlap,Mid,-0.121853898,Small
Sc_5_F_22a,f51,410.7,5,Ma,Secured,Overlap,Mid,0.166303875,Small
Sc_5_F_22a,f51,640.4,43.2,Hu,Secured,Overlap,Mid,-0.537982565,Small
Sc_5_F_22a,f51,720.7,0,Ka,Secured,Overlap,Lower,0,Small
Sc_5_F_22b,f52,0,0,Hu,Secured,Triangle,Upper,0.205733558,Small
Sc_5_F_22b,f52,59.3,12.2,Ka,Secured,Triangle,Upper,0.911222781,Small
Sc_5_F_22b,f52,119,66.6,Er,Secured,Triangle,Mid,-0.11076002,Small
Sc_5_F_22b,f52,720.3,0,Pr,Secured,Triangle,Lower,0,Small
Sc_5_F_1,f53,0,0,Zo8,Assumed,Negative Skewed,Upper,1.140229885,Large
Sc_5_F_1,f53,87,99.2,La,Assumed,Negative Skewed,Upper,0.195721925,Large
Sc_5_F_1,f53,180.5,117.5,Gu,Secured,Negative Skewed,Upper,0.606493506,Large
Sc_5_F_1,f53,334.5,210.9,Ma,Secured,Negative Skewed,Upper,-0.419004525,Large
Sc_5_F_1,f53,445,164.6,Hu,Secured,Negative Skewed,Upper,2.230496454,Large
Sc_5_F_1,f53,557.8,416.2,Ka,Secured,Negative Skewed,Upper,-0.29494382,Large
Sc_5_F_1,f53,700.2,374.2,Er,Assumed,Negative Skewed,Upper,0.524689285,Large
Sc_5_F_1,f53,997.9,530.4,Pr,Assumed,Negative Skewed,Mid,-0.03258427,Large
Sc_5_F_1,f53,1086.9,527.5,Di,Assumed,Negative Skewed,Mid,-0.458829622,Large
Sc_5_F_1,f53,1280,438.9,So,Assumed,Negative Skewed,Mid,-0.338877756,Large
Sc_5_F_1,f53,1779,269.8,Gi5,Assumed,Negative Skewed,Lower,0.340668524,Large
Sc_5_F_1,f53,2138,392.1,Fi,Assumed,Negative Skewed,Lower,0.744680851,Large
Sc_5_F_1,f53,2589.2,728.1,Mg,Assumed,Negative Skewed,Lower,-0.460757781,Large
Sc_5_F_1,f53,3032.6,523.8,Sb,Assumed,Negative Skewed,Lower,-0.584598214,Large
Sc_5_F_1,f53,3928.6,0,Hf,Assumed,Negative Skewed,Lower,0,Large
Sc_6_F_1,f54,0,0,La,Assumed,Semi-Circle,Upper,0.090909091,Large
Sc_6_F_1,f54,52.8,4.8,Gu,Assumed,Semi-Circle,Upper,0.786921381,Large
Sc_6_F_1,f54,188.9,111.9,Ma,Assumed,Semi-Circle,Upper,0.683894785,Large
Sc_6_F_1,f54,405.6,260.1,Hu,Assumed,Semi-Circle,Upper,0.216538192,Large
Sc_6_F_1,f54,548.3,291,Ka,Assumed,Semi-Circle,Upper,-0.116169545,Large
Sc_6_F_1,f54,675.7,276.2,Er,Assumed,Semi-Circle,Upper,1.919224556,Large
Sc_6_F_1,f54,861.4,632.6,Pr,Assumed,Semi-Circle,Upper,0.274336283,Large
Sc_6_F_1,f54,951.8,657.4,Di,Assumed,Semi-Circle,Mid,-0.574124914,Large
Sc_6_F_1,f54,1243.2,490.1,So,Assumed,Semi-Circle,Lower,-0.212675596,Large
Sc_6_F_1,f54,1855.4,359.9,Gi5,Assumed,Semi-Circle,Lower,0.408190225,Large
Sc_6_F_1,f54,2233.9,514.4,Fi,Secured,Semi-Circle,Lower,0.181394602,Large
Sc_6_F_1,f54,2856.3,627.3,Mg,Assumed,Semi-Circle,Lower,-0.205135521,Large
Sc_6_F_1,f54,3206.8,555.4,Sb,Assumed,Semi-Circle,Lower,-0.27286389,Large
Sc_6_F_1,f54,3672.6,428.3,Hf,Assumed,Semi-Circle,Lower,0.026863085,Large
Sc_6_F_1,f54,3903.4,434.5,Wb,Assumed,Semi-Circle,Lower,-0.521984623,Large
Sc_6_F_1,f54,4735.8,0,Gs,Assumed,Semi-Circle,Lower,0,Large
Sc_7_F_1,f55,0,0,La,Proven,Semi-Circle,Upper,0.225,Large
Sc_7_F_1,f55,56,12.6,Gu,Proven,Semi-Circle,Upper,0.092772384,Large
Sc_7_F_1,f55,241.4,29.8,Ma,Assumed,Semi-Circle,Upper,0.056849953,Large
Sc_7_F_1,f55,348.7,35.9,Hu,Assumed,Semi-Circle,Upper,3.253636364,Large
Sc_7_F_1,f55,458.7,393.8,Ka,Assumed,Semi-Circle,Upper,-0.03952381,Large
Sc_7_F_1,f55,668.7,385.5,Er,Assumed,Semi-Circle,Upper,1.61393597,Large
Sc_7_F_1,f55,881.1,728.3,Pr,Assumed,Semi-Circle,Mid,0.373765867,Large
Sc_7_F_1,f55,952,754.8,Di,Assumed,Semi-Circle,Mid,-0.650308394,Large
Sc_7_F_1,f55,1324.9,512.3,So,Assumed,Semi-Circle,Lower,0.007686149,Large
Sc_7_F_1,f55,1949.4,517.1,Gi5,Assumed,Semi-Circle,Lower,0.228445099,Large
Sc_7_F_1,f55,2356.5,610.1,Fi,Assumed,Semi-Circle,Lower,-0.240060583,Large
Sc_7_F_1,f55,2884.7,483.3,Mg,Assumed,Semi-Circle,Lower,0.216983401,Large
Sc_7_F_1,f55,3300.4,573.5,Sb,Assumed,Semi-Circle,Lower,0.197985688,Large
Sc_7_F_1,f55,3677.7,648.2,Hf,Assumed,Semi-Circle,Lower,0.130921619,Large
Sc_7_F_1,f55,3909.9,678.6,Wb,Assumed,Semi-Circle,Lower,-0.744650499,Large
Sc_7_F_1,f55,4821.2,0,Gs,Assumed,Semi-Circle,Lower,0,Large
Sc_8_F_1,f56,0,0,Hu,Secured,Semi-Circle,Upper,0.893112533,Large
Sc_8_F_1,f56,265.7,237.3,Ka,Secured,Semi-Circle,Upper,-0.224365482,Large
Sc_8_F_1,f56,462.7,193.1,Er,Secured,Semi-Circle,Upper,1.983992467,Large
Sc_8_F_1,f56,675.1,614.5,Pr,Assumed,Semi-Circle,Upper,4.513235294,Large
Sc_8_F_1,f56,743.1,921.4,Di,Assumed,Semi-Circle,Mid,-0.642181275,Large
Sc_8_F_1,f56,1144.7,663.5,So,Assumed,Semi-Circle,Lower,-0.241251544,Large
Sc_8_F_1,f56,1873.4,487.7,Gi5,Secured,Semi-Circle,Lower,0.444129032,Large
Sc_8_F_1,f56,2260.9,659.8,Fi,Secured,Semi-Circle,Lower,-0.022523285,Large
Sc_8_F_1,f56,2851.4,646.5,Mg,Secured,Semi-Circle,Lower,-0.215921978,Large
Sc_8_F_1,f56,3292.3,551.3,Sb,Assumed,Semi-Circle,Lower,-0.028499843,Large
Sc_8_F_1,f56,3611.6,542.2,Hf,Assumed,Semi-Circle,Lower,0.171614772,Large
Sc_8_F_1,f56,3887.8,589.6,Wb,Assumed,Semi-Circle,Lower,-0.515970946,Large
Sc_8_F_1,f56,5030.5,0,Gs,Assumed,Semi-Circle,Lower,0,Large
Sc_9_F_1,f57,0,0,Hu-1,Assumed,Semi-Circle,Upper,0.282771536,Large
Sc_9_F_1,f57,53.4,15.1,Hu,Assumed,Semi-Circle,Upper,0.094093407,Large
Sc_9_F_1,f57,199,28.8,Ka,Assumed,Semi-Circle,Upper,0.483739837,Large
Sc_9_F_1,f57,297.4,76.4,Er,Assumed,Semi-Circle,Upper,1.177594218,Large
Sc_9_F_1,f57,491.1,304.5,Pr,Assumed,Semi-Circle,Upper,0.478151683,Large
Sc_9_F_1,f57,690.2,399.7,Di,Secured,Semi-Circle,Upper,0.171048562,Large
Sc_9_F_1,f57,1013.5,455,So,Secured,Semi-Circle,Mid,-0.00998004,Large
Sc_9_F_1,f57,1614.7,449,Gi5,Secured,Semi-Circle,Mid,-0.025682554,Large
Sc_9_F_1,f57,2046.9,437.9,Fi,Secured,Semi-Circle,Mid,-0.322801861,Large
Sc_9_F_1,f57,2455.2,306.1,Mg,Secured,Semi-Circle,Lower,0.192583732,Large
Sc_9_F_1,f57,2789.6,370.5,Sb,Secured,Semi-Circle,Lower,0.03267807,Large
Sc_9_F_1,f57,3181.3,383.3,Hf,Assumed,Semi-Circle,Lower,-0.308307265,Large
Sc_9_F_1,f57,3469,294.6,Wb,Assumed,Semi-Circle,Lower,-0.314810857,Large
Sc_9_F_1,f57,4404.8,0,Gs,Assumed,Semi-Circle,Lower,0,Large
Sc_10_F_1,f58,0,0,Hu,Secured,Negative Skewed,Upper,0.224590164,Large
Sc_10_F_1,f58,183,41.1,Ka,Secured,Negative Skewed,Upper,0.090347123,Large
Sc_10_F_1,f58,393.3,60.1,Er,Assumed,Negative Skewed,Upper,0.097381342,Large
Sc_10_F_1,f58,637.7,83.9,Pr,Assumed,Negative Skewed,Upper,0.446233097,Large
Sc_10_F_1,f58,793,153.2,Di,Assumed,Negative Skewed,Upper,0.365456821,Large
Sc_10_F_1,f58,1032.7,240.8,So,Assumed,Negative Skewed,Upper,0.035384827,Large
Sc_10_F_1,f58,1759,266.5,Gi5,Assumed,Negative Skewed,Upper,0.533707865,Large
Sc_10_F_1,f58,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid,-0.01510223,Large
Sc_10_F_1,f58,2474.2,412,Mg,Assumed,Negative Skewed,Mid,-0.134226804,Large
Sc_10_F_1,f58,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower,-0.098465473,Large
Sc_10_F_1,f58,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower,-0.26452732,Large
Sc_10_F_1,f58,3659,239.7,Wb,Assumed,Negative Skewed,Lower,-0.292673993,Large
Sc_10_F_1,f58,4478,0,Gs,Assumed,Negative Skewed,Lower,0,Large
Sc_11_F_1,f59,0,0,Hu-1,Assumed,Negative Skewed,Upper,0.582362729,Large
Sc_11_F_1,f59,60.1,35,Hu,Assumed,Negative Skewed,Upper,0.15076661,Large
Sc_11_F_1,f59,294.9,70.4,Ka,Assumed,Negative Skewed,Upper,-0.101920236,Large
Sc_11_F_1,f59,498,49.7,Er,Assumed,Negative Skewed,Upper,0.227051178,Large
Sc_11_F_1,f59,744.2,105.6,Pr,Assumed,Negative Skewed,Upper,0.470718232,Large
Sc_11_F_1,f59,925.2,190.8,Di,Assumed,Negative Skewed,Upper,0.038108108,Large
Sc_11_F_1,f59,1295.2,204.9,So,Assumed,Negative Skewed,Upper,0.048220974,Large
Sc_11_F_1,f59,1936,235.8,Gi5,Assumed,Negative Skewed,Mid,-0.219499479,Large
Sc_11_F_1,f59,2319.6,151.6,Fi,Assumed,Negative Skewed,Lower,0.315041453,Large
Sc_11_F_1,f59,2572.9,231.4,Mg,Assumed,Negative Skewed,Lower,0.036727513,Large
Sc_11_F_1,f59,3027.6,248.1,Sb,Assumed,Negative Skewed,Lower,-0.13148855,Large
Sc_11_F_1,f59,3551.6,179.2,Hf,Assumed,Negative Skewed,Lower,-0.165042439,Large
Sc_11_F_1,f59,3869.7,126.7,Wb,Assumed,Negative Skewed,Lower,-0.233763838,Large
Sc_11_F_1,f59,4411.7,0,Gs,Assumed,Negative Skewed,Lower,0,Large
Sc_12_F_1,f60,0,0,La,Secured,Negative Skewed,Upper,0.318181818,Large
Sc_12_F_1,f60,33,10.5,Gu,Secured,Negative Skewed,Upper,0.04808476,Large
Sc_12_F_1,f60,155.7,16.4,Ma,Secured,Negative Skewed,Upper,0.076790336,Large
Sc_12_F_1,f60,271.6,25.3,Hu,Secured,Negative Skewed,Upper,0.010259179,Large
Sc_12_F_1,f60,456.8,27.2,Ka,Assumed,Negative Skewed,Upper,0.150423729,Large
Sc_12_F_1,f60,598.4,48.5,Er,Assumed,Negative Skewed,Upper,0.016483516,Large
Sc_12_F_1,f60,816.8,52.1,Pr,Assumed,Negative Skewed,Upper,0.326002587,Large
Sc_12_F_1,f60,971.4,102.5,Di,Assumed,Negative Skewed,Upper,-0.217913708,Large
Sc_12_F_1,f60,1154.5,62.6,So,Assumed,Negative Skewed,Upper,0.197798476,Large
Sc_12_F_1,f60,1745,179.4,Gi5,Assumed,Negative Skewed,Upper,0.20487013,Large
Sc_12_F_1,f60,2361,305.6,Fi,Assumed,Negative Skewed,Mid,-0.491770902,Large
Sc_12_F_1,f60,2512.9,230.9,Mg,Assumed,Negative Skewed,Lower,0.136382799,Large
Sc_12_F_1,f60,2987.3,295.6,Sb,Assumed,Negative Skewed,Lower,-0.031873289,Large
Sc_12_F_1,f60,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower,-0.14374034,Large
Sc_12_F_1,f60,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower,-0.739010989,Large
Sc_12_F_1,f60,4085.1,0,Gs,Assumed,Negative Skewed,Lower,0,Large
Sc_12_F_3a,f61,0,0,Hu,Proven,Positive Skewed,Upper,4.32183908,Medium
Sc_12_F_3a,f61,26.1,112.8,Ka,Proven,Positive Skewed,Upper,0.871447903,Medium
Sc_12_F_3a,f61,173.9,241.6,Er,Proven,Positive Skewed,Upper,0.193634841,Medium
Sc_12_F_3a,f61,472.4,299.4,Pr,Secured,Positive Skewed,Mid,-0.129765886,Medium
Sc_12_F_3a,f61,621.9,280,Di,Secured,Positive Skewed,Mid,-0.270635995,Medium
Sc_12_F_3a,f61,769.7,240,So,Secured,Positive Skewed,Lower,-0.307692308,Medium
Sc_12_F_3a,f61,1029.7,160,Gi5,Assumed,Positive Skewed,Lower,-0.388496468,Medium
Sc_12_F_3a,f61,1227.9,83,Fi,Assumed,Positive Skewed,Lower,-0.389854392,Medium
Sc_12_F_3a,f61,1440.8,0,Mg,Assumed,Positive Skewed,Lower,0,Medium
Sc_12_F_1a,f62,0,0,La,Secured,Negative Skewed,Lower,0.318181818,Large
Sc_12_F_1a,f62,33,10.5,Gu,Secured,Negative Skewed,Upper,0.04808476,Large
Sc_12_F_1a,f62,155.7,16.4,Ma,Secured,Negative Skewed,Upper,0.076790336,Large
Sc_12_F_1a,f62,271.6,25.3,Hu,Secured,Negative Skewed,Upper,0.010259179,Large
Sc_12_F_1a,f62,456.8,27.2,Ka,Assumed,Negative Skewed,Upper,0.150423729,Large
Sc_12_F_1a,f62,598.4,48.5,Er,Assumed,Negative Skewed,Upper,0.098443223,Large
Sc_12_F_1a,f62,816.8,70,Pr,Assumed,Negative Skewed,Upper,0.210219922,Large
Sc_12_F_1a,f62,971.4,102.5,Di,Assumed,Negative Skewed,Upper,0.150191152,Large
Sc_12_F_1a,f62,1154.5,130,So,Assumed,Negative Skewed,Upper,0.118543607,Large
Sc_12_F_1a,f62,1745,200,Gi5,Assumed,Negative Skewed,Upper,0.12987013,Large
Sc_12_F_1a,f62,2361,280,Fi,Assumed,Negative Skewed,Upper,0.131665569,Large
Sc_12_F_1a,f62,2512.9,300,Mg,Assumed,Negative Skewed,Mid,-0.009274874,Large
Sc_12_F_1a,f62,2987.3,295.6,Sb,Assumed,Negative Skewed,Mid,-0.031873289,Large
Sc_12_F_1a,f62,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower,-0.14374034,Large
Sc_12_F_1a,f62,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower,-0.232230216,Large
Sc_12_F_1a,f62,4800,0,Gs,Assumed,Negative Skewed,Lower,0,Large
Sc_12_F_111,f63,0,0,La,Secured,Trapezoid,Upper,0.357142857,Small
Sc_12_F_111,f63,28,10,Gu,Secured,Trapezoid,Upper,0.016748768,Small
Sc_12_F_111,f63,129.5,11.7,Ma,Assumed,Trapezoid,Mid,0.035738832,Small
Sc_12_F_111,f63,275,16.9,Hu,Assumed,Trapezoid,Mid,-1.69,Small
Sc_12_F_111,f63,285,0,Ka,Assumed,Trapezoid,Lower,0,Small
Sc_5_F_2,f64,0,0,Hu,Secured,Triangle,Upper,6.715909091,Medium
Sc_5_F_2,f64,17.6,118.2,Ka,Secured,Triangle,Mid,-0.448108632,Medium
Sc_5_F_2,f64,223.8,25.8,Er,Secured,Triangle,Lower,-0.064516129,Medium
Sc_5_F_2,f64,375.7,16,Pr,Secured,Triangle,Lower,0.307570978,Medium
Sc_5_F_2,f64,439.1,35.5,Di,Assumed,Triangle,Lower,0.1629681,Medium
Sc_5_F_2,f64,583.3,59,So,Secured,Triangle,Lower,-0.113139696,Medium
Sc_5_F_2,f64,944.8,18.1,Gi5,Assumed,Triangle,Lower,-0.105539359,Medium
Sc_5_F_2,f64,1116.3,0,Fi,Secured,Triangle,Lower,0,Medium
Sc_5_F_2a,f65,0,0,Hu,Secured,Negative Skewed,Upper,6.715909091,Large
Sc_5_F_2a,f65,17.6,118.2,Ka,Secured,Negative Skewed,Upper,-0.448108632,Large
Sc_5_F_2a,f65,223.8,25.8,Er,Secured,Negative Skewed,Upper,-0.064516129,Large
Sc_5_F_2a,f65,375.7,16,Pr,Secured,Negative Skewed,Upper,0.307570978,Large
Sc_5_F_2a,f65,439.1,35.5,Di,Assumed,Negative Skewed,Upper,0.1629681,Large
Sc_5_F_2a,f65,583.3,59,So,Secured,Negative Skewed,Upper,-0.113139696,Large
Sc_5_F_2a,f65,944.8,18.1,Gi5,Assumed,Negative Skewed,Upper,0.313442843,Large
Sc_5_F_2a,f65,2138,392.1,Fi,Secured,Negative Skewed,Mid,0.744680851,Large
Sc_5_F_2a,f65,2589.2,728.1,Mg,Assumed,Negative Skewed,Mid,-0.460757781,Large
Sc_5_F_2a,f65,3032.6,523.8,Sb,Assumed,Negative Skewed,Lower,-0.584598214,Large
Sc_5_F_2a,f65,3928.6,0,Hf,Assumed,Negative Skewed,Lower,0,Large
Sc_6_F_2,f66,0,0,Hu-1,Assumed,Negative Skewed,Upper,0.536312849,Medium
Sc_6_F_2,f66,17.9,9.6,Hu,Assumed,Negative Skewed,Upper,0.078918919,Medium
Sc_6_F_2,f66,110.4,16.9,Ka,Assumed,Negative Skewed,Upper,0.0625,Medium
Sc_6_F_2,f66,185.6,21.6,Er,Assumed,Negative Skewed,Upper,0.007821486,Medium
Sc_6_F_2,f66,620.3,25,Pr,Assumed,Negative Skewed,Upper,0.319407008,Medium
Sc_6_F_2,f66,768.7,72.4,Di,Assumed,Negative Skewed,Mid,-0.016880486,Medium
Sc_6_F_2,f66,916.8,69.9,So,Assumed,Negative Skewed,Mid,-0.090937697,Medium
Sc_6_F_2,f66,1234.6,41,Gi5,Assumed,Negative Skewed,Lower,-0.197400096,Medium
Sc_6_F_2,f66,1442.3,0,Fi,Assumed,Negative Skewed,Lower,0,Medium
Sc_6_F_2a,f67,0,0,Hu-1,Secured,Negative Skewed,Upper,0.536312849,Large
Sc_6_F_2a,f67,17.9,9.6,Hu,Secured,Negative Skewed,Upper,0.078918919,Large
Sc_6_F_2a,f67,110.4,16.9,Ka,Secured,Negative Skewed,Upper,0.0625,Large
Sc_6_F_2a,f67,185.6,21.6,Er,Assumed,Negative Skewed,Upper,0.007821486,Large
Sc_6_F_2a,f67,620.3,25,Pr,Assumed,Negative Skewed,Upper,0.319407008,Large
Sc_6_F_2a,f67,768.7,72.4,Di,Assumed,Negative Skewed,Upper,-0.016880486,Large
Sc_6_F_2a,f67,916.8,69.9,So,Assumed,Negative Skewed,Upper,-0.090937697,Large
Sc_6_F_2a,f67,1234.6,41,Gi5,Assumed,Negative Skewed,Upper,0.473731612,Large
Sc_6_F_2a,f67,2233.9,514.4,Fi,Assumed,Negative Skewed,Upper,0.181394602,Large
Sc_6_F_2a,f67,2856.3,627.3,Mg,Assumed,Negative Skewed,Mid,-0.205135521,Large
Sc_6_F_2a,f67,3206.8,555.4,Sb,Assumed,Negative Skewed,Lower,-0.27286389,Large
Sc_6_F_2a,f67,3672.6,428.3,Hf,Assumed,Negative Skewed,Lower,0.026863085,Large
Sc_6_F_2a,f67,3903.4,434.5,Wb,Assumed,Negative Skewed,Lower,-0.521984623,Large
Sc_6_F_2a,f67,4735.8,0,Gs,Assumed,Negative Skewed,Lower,0,Large
Sc_7_F_2,f68,0,0,Hu-1,Assumed,Triangle,Upper,1.061099796,Medium
