x,y,z
2879.5025,-2000,425.94
2860.6044,-2000,424.729
2844.6264,-1966.2513,422.2644
2841.7064,-2000,423.5778
2822.8083,-2000,422.18
2813.3593,-1953.5194,419.96
2803.9103,-2000,420.774
2779.2586,-1964.5093,417.438
2785.0123,-2000,419.3288
2766.1142,-2000,417.843
2747.2162,-2000,416.266
2751.0527,-1942.3507,415.2366
2718.7235,-1962.7944,412.6158
2728.3182,-2000,414.6866
2709.4201,-2000,413.226
2690.5221,-2000,411.85
2681.0731,-1956.2687,409.8039
2671.6241,-2000,410.4484
2652.726,-2000,409.1822
2626.7255,-1958.9009,405.9652
2633.828,-2000,407.9442
2614.93,-2000,406.62
2580.3671,-1966.3271,402.95
2596.0319,-2000,405.43
2577.1339,-2000,404.3049
2558.2359,-2000,403.18
2549.2313,-1953.3969,400.98
2539.3378,-2000,402.1612
2514.9812,-1964.3341,398.846
2520.4398,-2000,401.03
2501.5418,-2000,399.835
2482.6437,-2000,398.5
2486.4802,-1942.3507,396.8584
2454.151,-1962.7944,394.5199
2463.7457,-2000,397.122
2444.8477,-2000,395.7739
2425.9496,-2000,394.225
2416.5006,-1956.2687,391.549
2407.0516,-2000,392.6922
2388.1536,-2000,391.17
2361.4693,-1959.0222,387.2099
2369.2555,-2000,389.662
2350.3575,-2000,388.148
2318.811,-1967.0857,384.058
2331.4594,-2000,386.674
2312.5614,-2000,385.339
2293.6634,-2000,384.0772
2287.5833,-1955.2649,382.094
2265.3163,-1973.901,380.7546
2274.7653,-2000,382.86
2255.8673,-2000,381.7566
2236.9693,-2000,381.1738
2227.5203,-1971.1948,379.244
2218.0712,-2000,380.652
2199.1732,-2000,380.26
2182.231,-1962.6918,378.37
2180.2752,-2000,380.0444
2161.3771,-2000,380.115
2145.9182,-1954.5332,378.2328
2142.4791,-2000,380.2458
2115.4706,-1967.7192,378.2464
2123.5811,-2000,380.362
2104.683,-2000,380.3399
2080.4868,-1962.6579,378.07
2085.785,-2000,380
2066.887,-2000,380.206
2038.5399,-1972.0504,377.969
2047.9889,-2000,380.04
2029.0909,-2000,379.8818
2010.1929,-2000,379
2011.9909,-1959.3023,377.632
1981.8458,-1973.0222,377.603
1991.2948,-2000,379.6
1972.3968,-2000,379.549
1953.4988,-2000,379.36
1962.9478,-1951.6259,377.2
1925.1517,-1972.7191,376.8896
1934.6007,-2000,378.9958
1915.7027,-2000,378.7372
1896.8047,-2000,378.422
1906.2537,-1950.9418,376.3878
1868.4576,-1970.6617,375.853
1877.9066,-2000,378.1088
1859.0086,-2000,377.8278
1840.1105,-2000,377.5148
1849.5596,-1946.3566,375.3056
1814.3169,-1961.9553,374.43
1821.2125,-2000,377.0184
1802.3145,-2000,376.378
1773.9674,-1974.6293,373.3636
1783.4164,-2000,375.6354
1764.5184,-2000,375.0424
1736.1714,-1974.6293,372.0036
1745.6204,-2000,374.3892
1726.7223,-2000,373.735
1707.8243,-2000,373.022
1705.9852,-1959.766,370.5312
1679.4773,-1972.3989,369.59
1688.9263,-2000,372.26
1670.0282,-2000,371.2889
1651.1302,-2000,370.262
1641.5998,-1966.8061,367.4888
1632.2322,-2000,369.235
1613.3341,-2000,368.2189
1615.917,-1943.8846,366
1582.0023,-1961.9868,364.2114
1594.4361,-2000,367.1738
1575.5381,-2000,366.155
1556.64,-2000,365
1528.293,-1957.3713,361.38
1537.742,-2000,364.1852
1518.844,-2000,363.1888
1499.9459,-2000,362.308
1484.1195,-1955.0168,359.3324
1481.0479,-2000,361.536
1462.1499,-2000,360
1435.4508,-1959.8544,357.9422
1443.2518,-2000,360.0054
1424.3538,-2000,359.2288
1405.4558,-2000,358.5658
1396.0067,-1949.6222,356.7442
1377.1087,-1972.1313,355.668
1386.5577,-2000,357.84
1367.6597,-2000,357.249
1348.7616,-2000,356.5
1339.3126,-1971.6968,354.32
1329.8636,-2000,355.809
1310.9656,-2000,355.1678
1301.5166,-1970.4491,353.1084
1292.0675,-2000,354.5578
1273.1695,-2000,353.896
1276.1643,-1950.1984,353.3066
1244.8225,-1970.8852,351.856
1254.2715,-2000,353.22
1235.3734,-2000,352.6794
1216.4754,-2000,352.1276
1207.9844,-1961.9406,353.48
1197.5774,-2000,351.6398
1178.6793,-1971.4274,356.0218
1178.6793,-1990.4011,352.052
1178.6793,-2000,351.1842
1178.6793,-1952.4537,359.7526
1207.9844,-1923.9932,358.8342
1178.6793,-1933.4801,362.8758
1178.6793,-1914.5064,365.2562
1178.6793,-1895.5327,366.818
1208.2492,-1886.0459,361.97
1178.6793,-1876.5591,367.518
1178.6793,-1857.5854,367.332
1232.8769,-1867.0722,359.6496
1217.9591,-1829.1249,359.526
1178.6793,-1838.6117,366.2498
1178.6793,-1819.6381,364.2759
1209.2442,-1791.1776,355.864
1178.6793,-1800.6644,361.42
1178.6793,-1781.6907,357.84
1178.6793,-1762.7171,353.55
1229.0338,-1765.9399,352.9018
1206.3384,-1734.2566,352.6828
1178.6793,-1743.7434,352.0198
1178.6793,-1724.7697,356.4682
1178.6793,-1705.7961,360.308
1228.6357,-1715.2829,354.463
1216.7391,-1677.9066,359.022
1178.6793,-1686.8224,363.4036
1178.6793,-1667.8487,365.6772
1206.4351,-1639.3882,362.544
1178.6793,-1648.8751,367.064
1178.6793,-1629.9014,367
1178.6793,-1610.9277,367.1552
1228.0527,-1619.5012,359.9
1214.6928,-1585.2636,358.986
1178.6793,-1591.9541,365.8828
1178.6793,-1572.9804,363.774
1178.6793,-1554.0067,360.8929
1231.4668,-1552.5755,353.9538
1209.929,-1529.8787,352.29
1178.6793,-1535.0331,357.347
1178.6793,-1516.0594,353.377
1200.48,-1500,351.6876
1181.582,-1500,351.263
1219.378,-1500,352.2028
1247.7251,-1527.9658,351.796
1238.2761,-1500,352.8299
1257.1741,-1500,353.4484
1276.0722,-1500,354.044
1276.0818,-1545.3694,353.0456
1304.4192,-1530.6135,353.2
1294.9702,-1500,354.5962
1313.8682,-1500,355.22
1332.7663,-1500,355.9
1344.7529,-1534.2336,354.537
1351.6643,-1500,356.6312
1370.5623,-1500,357.2629
1378.7878,-1541.474,355.849
1389.4604,-1500,358.0296
1417.8074,-1525.1716,357.198
1408.3584,-1500,358.688
1427.2564,-1500,359.4098
1446.1545,-1500,360.119
1450.0729,-1534.8685,358.4756
1465.0525,-1500,360.8864
1483.9505,-1500,361.5958
1512.2976,-1542.4385,360.6
1502.8486,-1500,362.4082
1521.7466,-1500,363.298
1540.6446,-1500,364.3852
1552.8832,-1546.8438,362.678
1559.5427,-1500,365.346
1587.8897,-1530.5218,364.6
1578.4407,-1500,366.3744
1597.3387,-1500,367.36
1616.2368,-1500,368.4198
1626.6597,-1541.0711,366.6106
1635.1348,-1500,369.442
1654.0328,-1500,370.4358
1667.5444,-1549.6898,368.726
1682.3799,-1526.1717,369.7639
1672.9309,-1500,371.45
1691.8289,-1500,372.4856
1710.7269,-1500,373.1888
1720.176,-1535.5992,371.15
1729.625,-1500,373.84
1748.523,-1500,374.5076
1757.972,-1547.1114,372.5116
1776.8701,-1526.4213,373.43
1767.4211,-1500,375.182
1786.3191,-1500,375.888
1805.2171,-1500,376.4876
1806.7907,-1548.1033,374.1524
1833.5642,-1530.6267,375.09
1824.1152,-1500,377.15
1843.0132,-1500,377.542
1861.9112,-1500,377.9
1879.7896,-1537.355,375.936
1880.8093,-1500,378.1969
1899.7073,-1500,378.494
1916.013,-1545.9443,376.54
1918.6053,-1500,378.826
1937.5034,-1500,379.1284
1952.8272,-1543.3138,377.0786
1956.4014,-1500,379.4284
1975.2994,-1500,379.62
1988.9522,-1550.9023,377.4544
2003.6465,-1526.7051,377.763
1994.1975,-1500,379.6
2013.0955,-1500,379.7774
2031.9935,-1500,379.9479
2028.6728,-1540.9639,377.7406
2060.3406,-1525.1641,378.22
2050.8916,-1500,380.083
2069.7896,-1500,380.209
2088.6876,-1500,380.3
2098.1367,-1532.9126,378.1974
2107.5857,-1500,380.3
2135.9327,-1526.2862,378.364
2126.4837,-1500,380.369
2145.3817,-1500,380.199
2164.2798,-1500,380.0659
2157.9998,-1543.3186,378.248
2183.1778,-1500,380.0179
2193.7925,-1551.1879,378.7174
2211.5249,-1527.8109,378.8449
2202.0759,-1500,380.2908
2220.9739,-1500,380.7554
2239.8719,-1500,381.236
2249.3209,-1527.8366,379.9936
2258.77,-1500,381.899
2277.668,-1500,383.074
2276.5593,-1543.5151,381.444
2306.015,-1529.3175,383.1919
2296.566,-1500,384.25
2315.4641,-1500,385.5469
2334.3621,-1500,386.8
2349.5453,-1537.7812,386.275
2353.2601,-1500,388.3739
2372.1582,-1500,389.8632
2382.9629,-1532.9143,388.9
2391.0562,-1500,391.386
2409.9542,-1500,392.9
2414.4839,-1545.0729,391.39
2438.3013,-1525.2715,393.543
2428.8523,-1500,394.4902
2447.7503,-1500,396.013
2466.6483,-1500,397.3544
2476.0974,-1527.2371,396.3144
2485.5464,-1500,398.7299
2504.4444,-1500,400.03
2513.8934,-1527.685,398.9164
2523.3424,-1500,401.1936
2542.2405,-1500,402.2982
2539.1681,-1544.57,400.3466
2570.5875,-1532.4386,402.36
2561.1385,-1500,403.3708
2580.0365,-1500,404.484
2598.9346,-1500,405.5
2627.2816,-1540.7347,406
2617.8326,-1500,406.8229
2636.7306,-1500,408.158
2655.6287,-1500,409.35
2676.6016,-1545.9125,409.48
2674.5267,-1500,410.6664
2693.4248,-1500,412.0584
2718.2431,-1544.6733,412.5968
2712.3228,-1500,413.4688
2740.6698,-1527.0038,414.4502
2731.2208,-1500,414.9204
2750.1189,-1500,416.5
2769.0169,-1500,418.09
2778.4659,-1527.685,417.482
2787.9149,-1500,419
2806.813,-1500,421.004
2810.7281,-1545.6582,419.783
2825.711,-1500,422.3984
2854.058,-1531.2307,422.9242
2844.609,-1500,423.76
2863.5071,-1500,424.93
2882.4051,-1500,426.0988
2891.8541,-1540.7347,425.0059
2901.3031,-1500,427.09
2920.2012,-1500,427.8882
2941.1741,-1545.9125,427.14
2939.0992,-1500,428.53
2957.9972,-1500,429.1242
2977.9292,-1548.1116,428.3839
2976.8953,-1500,429.6459
3005.2423,-1527.3612,429.29
2995.7933,-1500,430.1524
3014.6913,-1500,430.6068
3033.5894,-1500,431.06
3043.0384,-1533.3332,430.319
3052.4874,-1500,431.509
3071.3854,-1500,432.1122
3075.3006,-1545.6582,431.472
3090.2835,-1500,432.702
3118.6305,-1531.2307,433.2869
3109.1815,-1500,433.5
3128.0795,-1500,434.508
3146.9776,-1500,435.8148
3156.4266,-1540.7347,435.4889
3165.8756,-1500,437.06
3184.7737,-1500,438.772
3205.7466,-1545.9125,438.3868
3203.6717,-1500,439.898
3222.5697,-1500,440.6249
3247.6245,-1544.507,440.2334
3241.4678,-1500,440.9878
3269.8148,-1526.8186,441.025
3260.3658,-1500,441.0882
3279.2638,-1500,442.008
3298.1619,-1500,443
3312.147,-1535.0086,443.6998
3317.0599,-1500,444.0886
3335.9579,-1500,445.0166
3345.4069,-1546.6205,447.6006
3354.856,-1500,446.22
3383.203,-1533.5376,453.3499
3373.754,-1500,449.506
3392.652,-1500,454.2944
3411.5501,-1500,459.674
3429.369,-1541.4656,466.94
3430.4481,-1500,465.3768
3449.3461,-1500,471.356
3475.6781,-1544.9422,484.918
3468.2442,-1500,478.3516
3487.1422,-1500,488.282
3515.4893,-1527.6876,503.546
3506.0402,-1500,498.5088
3524.9383,-1500,508.604
3543.8363,-1500,518.068
3553.2853,-1527.6876,521.5259
3562.7343,-1500,525.9582
3581.6324,-1500,533.3532
3578.0147,-1544.0509,531.229
3609.9794,-1531.4899,543.7418
3600.5304,-1500,540.2506
3619.4285,-1500,546.269
3638.3265,-1500,552.0708
3666.6735,-1535.3347,564.4198
3657.2245,-1500,558.9478
3676.1226,-1500,565.93
3695.0206,-1500,573.8714
3707.6903,-1535.639,580.7854
3713.9186,-1500,582.379
3732.8167,-1500,590.3346
3742.2657,-1545.8465,593.4
3751.7147,-1500,597.19
3780.0617,-1527.4464,605.9554
3770.6127,-1500,602.174
3789.5108,-1500,607.2524
3808.4088,-1500,612.34
3824.8268,-1539.8346,616.5
3827.3068,-1500,616.82
3855.6539,-1530.8115,622.212
3846.2049,-1500,620.1402
3865.1029,-1500,622.23
3884.0009,-1500,624.05
3884.3297,-1552.1282,625.06
3912.348,-1531.965,628.412
3902.899,-1500,626.308
3921.797,-1500,627.5712
3950.1441,-1528.5733,629.22
3940.695,-1500,628.039
3959.5931,-1500,627.4188
3978.4911,-1500,626.56
3987.9401,-1536.5617,626.9758
3997.3891,-1500,625.4258
4025.7362,-1525.7383,625.054
4016.2872,-1500,624.5472
4035.1852,-1500,623.3294
4054.0832,-1500,623.02
4044.6342,-1545.5489,620.492
4082.4303,-1528.3104,615.8728
4072.9813,-1500,622.8638
4091.8793,-1500,620.09
4120.2264,-1527.1291,586.16
4110.7774,-1500,616.9594
4129.6754,-1500,537.4834
4153.2421,-1514.2863,572.983
4148.5734,-1500,579.0268
4153.2421,-1533.26,573.84
4127.5913,-1561.7205,586.3052
4153.2421,-1552.2336,575.803
4153.2421,-1571.2073,577.008
4153.2421,-1590.181,577.566
4110.1066,-1593.3987,593.89
4125.382,-1618.6415,587.9434
4153.2421,-1609.1546,577.77
4153.2421,-1628.1283,577.8209
4153.2421,-1647.102,577.732
4112.8885,-1672.4906,592.5389
4153.2421,-1666.0756,577.4339
4153.2421,-1685.0493,576.6979
4113.1008,-1713.5098,591.8468
4153.2421,-1704.023,575.222
4153.2421,-1722.9966,573.2176
4118.7213,-1748.2843,589.392
4153.2421,-1741.9703,573.9056
4153.2421,-1760.944,573.08
4127.4545,-1789.4045,583.0578
4153.2421,-1779.9176,573.4902
4153.2421,-1798.8913,575
4153.2421,-1817.865,576.8522
4112.003,-1812.2007,593.484
4153.2421,-1836.8386,577.5018
4105.0114,-1847.9025,594.34
4126.9398,-1865.2991,586.705
4153.2421,-1855.8123,577.7534
4153.2421,-1874.786,577.8226
4153.2421,-1893.7596,577.7562
4106.0569,-1884.2728,593.9652
4117.9371,-1918.0769,591.0346
4153.2421,-1912.7333,577.5106
4153.2421,-1931.707,576.8732
4153.2421,-1950.6806,575.5442
4104.7112,-1951.3736,598.544
4153.2421,-1969.6543,573.139
4126.7727,-2000,559.794
4153.2421,-1988.628,573.3048
4145.6708,-2000,560.526
4107.8747,-2000,619.2748
4079.5277,-1970.2836,616.3424
4088.9767,-2000,621.296
4070.0786,-2000,622.5848
4051.1806,-2000,622.88
4051.7619,-1956.2856,619.699
4022.8336,-1969.5236,624.95
4032.2826,-2000,623.6759
4013.3845,-2000,624.7652
3994.4865,-2000,625.728
3975.6754,-1958.0755,627.1828
3975.5885,-2000,626.29
3947.2414,-1973.4662,629.229
3956.6904,-2000,627.556
3937.7924,-2000,628.1552
3918.8944,-2000,627.645
3924.4996,-1956.9525,628.1572
3890.5473,-1968.2116,626.934
3899.9963,-2000,625.9286
3881.0983,-2000,623.9939
3862.2003,-2000,622.3616
3859.769,-1956.1452,622.2688
3843.3022,-2000,619.669
3822.7453,-1956.2185,615.8314
3824.4042,-2000,616.1526
3796.0571,-1973.2899,610.282
3805.5062,-2000,611.5164
3786.6081,-2000,606.42
3767.7101,-2000,601.386
3757.3329,-1965.6037,599.0179
3748.812,-2000,596.1588
3729.914,-2000,589.1074
3723.3832,-1955.8841,586.708
3701.567,-1973.5245,578.266
3711.016,-2000,581.048
3692.1179,-2000,572.4276
3673.2199,-2000,564.807
3663.7709,-1966.1453,563.298
3654.3219,-2000,557.8266
3625.9748,-1974.4022,549.34
3635.4238,-2000,551.1409
3616.5258,-2000,545.338
3597.6278,-2000,539.2
3590.6617,-1956.0941,536.2118
3569.2807,-1973.8242,528.3
3578.7297,-2000,532.258
3559.8317,-2000,524.8082
3540.9337,-2000,516.7712
3531.4846,-1970.8601,511.382
3522.0356,-2000,507
3503.1376,-2000,496.9382
3497.6383,-1956.294,494.8662
3484.2396,-2000,486.74
3455.8925,-1972.0342,475.3648
3465.3415,-2000,477
3446.4435,-2000,470.3692
3427.5455,-2000,464.494
3423.445,-1962.1281,464.7652
3408.6474,-2000,458.7492
3384.7185,-1965.3595,453.7894
3389.7494,-2000,453.502
3370.8514,-2000,448.822
3351.9533,-2000,445.7464
3352.9757,-1950.8755,448.84
3323.6063,-1969.665,444.3938
3333.0553,-2000,444.8794
3314.1573,-2000,443.8702
3285.8102,-1970.9937,441.8689
3295.2592,-2000,442.8999
3276.3612,-2000,441.7582
3257.4631,-2000,441.02
3256.8749,-1953.2638,440.66
3238.5651,-2000,440.96
3210.2181,-1956.2687,438.6208
3219.6671,-2000,440.522
3200.769,-2000,439.7284
3181.871,-2000,438.516
3155.8705,-1958.9009,435.458
3162.973,-2000,436.819
3144.0749,-2000,435.5759
3125.1769,-2000,434.299
3106.2789,-2000,433.424
3121.91,-1934.8713,433.7936
3174.8955,-1921.8181,436.72
3147.0216,-1874.7311,435.5036
3098.614,-1876.4024,433.2129
3062.4137,-1908.7121,431.5472
3014.0166,-1890.4756,429.9482
2964.5436,-1915.7419,428.0654
2910.323,-1921.8181,425.7956
2918.9378,-1884.8176,426.2969
2882.4491,-1874.7311,424.494
2857.3375,-1934.8713,422.9089
2834.0415,-1876.4024,421.6
2797.8412,-1908.7121,419.0248
2749.4441,-1890.4756,415.569
2699.9711,-1915.7419,411.6562
2645.7505,-1921.8181,407.6794
2670.1374,-1894.2826,409.704
2617.8766,-1874.7311,406.1352
2592.765,-1934.8713,403.937
2569.9238,-1877.5438,402.98
2533.2687,-1908.7121,400.3498
2484.8717,-1890.4756,397.1762
2435.3986,-1915.7419,393.3648
2380.9907,-1922.1961,389.1552
2385.6509,-1887.5839,389.9
2353.3042,-1874.7311,387.612
2327.6566,-1934.7771,385.0562
2305.9675,-1893.6126,384.4179
2265.3163,-1916.0387,381.838
2247.4026,-1877.3331,381.5998
2207.845,-1892.9613,380.2
2213.0681,-1941.7824,379.2
2249.9103,-1950.8379,380.259
2162.8606,-1912.2272,379.0892
2172.2688,-1859.0332,379.5214
2126.8227,-1863.5269,379.078
2113.507,-1899.3247,378.8779
2104.2521,-1936.3904,378.3
2073.4704,-1917.1629,378.4286
2083.0114,-1876.4606,378.862
2087.4385,-1821.8603,378.3434
2050.1635,-1854.169,378.5526
2040.5016,-1902.0254,378.4288
2049.922,-1944.8365,377.9349
2000.7438,-1920.1608,377.894
1967.7438,-1918.8181,377.5942
1934.7961,-1910.0089,377.289
1903.1878,-1898.3386,376.919
1879.4838,-1928.9918,376.109
1837.4821,-1912.2218,375.385
1792.8655,-1929.8388,373.892
1755.0694,-1955.2987,372.4109
1757.5172,-1904.2598,373.0196
1717.3144,-1921.1291,371.26
1668.5212,-1945.3652,368.8006
1680.1505,-1907.3373,369.8142
1641.6812,-1897.8143,368.0776
1595.163,-1889.4929,365.7998
1566.089,-1926.889,363.7569
1509.6428,-1917.9178,361.1358
1541.6113,-1898.6484,363.0048
1528.293,-1863.6813,362.4
1475.2847,-1873.6332,360.098
1452.7008,-1922.7996,359.935
1410.3076,-1896.5151,359.3736
1362.5786,-1910.8727,357.3228
1358.1684,-1948.6169,355.476
1320.4146,-1945.8879,354.4654
1328.398,-1912.4809,356.4069
1272.1586,-1905.7439,356.343
1232.2935,-1942.9669,354.4072
1234.3279,-1905.0331,357.9944
1282.791,-1855.4105,357.628
1253.6669,-1810.1512,356.2139
1264.189,-1775.2186,354.1004
1275.8352,-1734.2566,354.18
1261.8191,-1700.738,355.4538
1252.9544,-1663.1558,357.8
1278.5701,-1630.5072,357.6529
1268.7365,-1590.1354,356.16
1321.7411,-1560.4309,354.8134
1313.8887,-1608.8289,357.089
1343.5209,-1590.2878,356.8664
1377.8242,-1583.7512,357.5356
1359.0995,-1621.6605,358.364
1400.3107,-1630.5238,359.693
1417.8023,-1593.2121,359.2538
1419.5786,-1552.0127,357.6742
1470.7615,-1563.1499,358.9999
1451.5731,-1623.5619,361.3326
1488.8687,-1602.2251,360.5259
1531.1956,-1581.5668,362.1639
1569.1277,-1597.5508,364.358
1545.4409,-1626.2932,363.3669
1571.1707,-1653.2069,364.4276
1604.2388,-1619.0726,366.3104
1633.9283,-1656.206,367.592
1599.0996,-1683.7729,365.36
1622.1832,-1718.174,368.5492
1658.0825,-1715.2476,370.466
1678.4933,-1685.4529,369.3718
1679.0701,-1632.0018,369.9626
1644.5838,-1594.0397,368.128
1590.666,-1562.3621,364.8516
1682.2329,-1594.3346,369.928
1712.2991,-1571.5821,370.954
1745.6983,-1579.2196,372.379
1781.4771,-1588.9751,373.768
1825.5353,-1599.1998,375.19
1852.4622,-1562.7256,375.43
1896.7524,-1587.7021,376.652
1862.4938,-1625.3599,376.232
1821.8053,-1643.9082,375.154
1851.7035,-1689.2414,375.403
1890.606,-1657.0563,376.6
1896.0496,-1623.7747,376.92
1927.3382,-1636.0511,377.39
1946.9524,-1579.8963,377.324
1957.5231,-1615.1485,377.8068
1987.8209,-1594.4112,377.9692
2029.3881,-1582.0569,378.1752
2068.941,-1550.6331,378.0124
2065.1807,-1601.9049,378.6212
2095.8771,-1587.0871,378.609
2118.2477,-1561.3007,378.3216
2175.8441,-1583.2596,379.166
2139.7094,-1604.1384,379.126
2165.1829,-1637.2747,379.45
2220.7964,-1605.7884,380.5416
2230.4229,-1550.306,379.5678
2266.9991,-1585.9731,381.964
2317.4789,-1557.9014,384.2198
2312.8803,-1598.423,384.7342
2347.3225,-1589.2615,386.88
2374.5854,-1566.2293,388.4884
2395.6695,-1614.8414,390.65
2405.8371,-1577.1373,391.0334
2438.3013,-1583.5493,393.574
2454.7958,-1546.5881,394.5202
2494.9954,-1549.9664,397.4252
2471.311,-1576.208,395.92
2528.6481,-1587.9802,400.0324
2566.4042,-1595.885,402.576
2588.0544,-1563.8389,403.596
2644.5989,-1578.7744,407.6079
2608.3836,-1624.8604,405.5249
2556.2135,-1633.2315,402.0376
2586.1426,-1653.1948,403.8826
2636.4371,-1655.7936,407.235
2651.9637,-1621.9947,408.512
2702.8738,-1583.5493,411.879
2735.5085,-1574.0542,414.2099
2759.5679,-1549.9664,415.86
2793.2206,-1587.9802,418.668
2746.9516,-1608.2827,415.376
2778.1766,-1637.7603,417.7
2809.4805,-1626.3308,419.972
2834.2251,-1603.9428,421.576
2852.6269,-1563.8389,422.6119
2909.1714,-1578.7744,425.7446
2872.9561,-1624.8604,423.9559
2839.9053,-1639.9445,421.959
2895.4302,-1658.2746,425.109
2916.5362,-1621.9947,426.1928
2967.4463,-1583.5493,428.164
3014.1206,-1554.9144,429.52
3011.5241,-1608.2827,429.8434
3057.7931,-1587.9802,431.3408
3098.7976,-1603.9428,433.1384
3117.1994,-1563.8389,433.5228
3173.7439,-1578.7744,436.668
3137.5286,-1624.8604,435.0329
3104.4778,-1639.9445,433.422
3160.0027,-1658.2746,436.0532
3181.1087,-1621.9947,437.253
3232.0187,-1583.5493,439.8
3286.7679,-1559.5171,442.6168
3252.0186,-1613.9463,441.199
3288.1644,-1610.7546,443.8
3336.1587,-1593.2815,448.795
3366.0588,-1579.5535,453.1776
3396.0078,-1565.9334,458.9996
3446.0241,-1579.4254,475.172
3409.6274,-1595.9778,464.302
3423.1394,-1626.071,468.7898
3468.7269,-1611.2339,484.4732
3497.5295,-1584.8695,495.666
3534.3873,-1549.9721,512.219
3548.1474,-1582.0579,517.56
3582.4298,-1588.0285,531.72
3630.6591,-1556.9956,551.0454
3624.8019,-1601.1143,548.207
3659.509,-1589.4019,561.56
3687.3155,-1565.4849,572.433
3692.4211,-1599.7208,573.6864
3720.4945,-1571.7537,584.546
3747.2757,-1592.3932,592.8418
3788.1862,-1555.317,606.8216
3796.3229,-1605.6569,606.35
3838.8066,-1577.1977,616.18
3876.6815,-1589.1585,622.188
3911.0879,-1604.5504,624.3612
3936.1605,-1555.2066,627.9856
3959.1413,-1614.1249,624.8762
3987.9401,-1574.3342,623.6934
4025.588,-1594.7287,617.32
4067.4796,-1586.0286,609.4672
4102.8782,-1549.99,599.499
4096.8863,-1634.7481,597.353
4050.3017,-1629.786,611.1008
4074.4918,-1687.0906,608.79
4076.4764,-1732.5396,619.3898
4026.9038,-1707.0545,621.0189
4039.1697,-1669.3727,614.616
3996.7991,-1683.742,621.9398
3976.058,-1715.7325,625.7372
4002.0648,-1744.548,625.4848
4038.5876,-1757.4899,623.28
4094.8642,-1774.118,610.158
4054.956,-1793.9736,617.344
4073.9561,-1829.1479,606.838
4051.8889,-1872.1722,610.719
4030.443,-1844.7466,615.2429
4003.9355,-1867.2743,618.872
4024.7845,-1900.5908,617.07
4070.4899,-1916.8173,608.592
4012.2666,-1937.8763,622.7142
3979.2276,-1896.5307,622.054
3952.0598,-1923.4995,626.6412
3920.8645,-1901.1307,624.78
3892.8356,-1927.3871,624.8304
3833.8532,-1920.759,615.1316
3872.9736,-1895.2459,621.14
3846.0641,-1868.7734,616.225
3791.3349,-1898.473,605.204
3787.0271,-1946.4342,606.6158
3743.1578,-1915.9461,591.8326
3763.9476,-1871.5572,597.3482
3731.054,-1851.8119,587.269
3703.9924,-1899.914,577.8934
3683.1911,-1936.8883,570.825
3632.3246,-1947.8579,551.679
3659.302,-1909.3706,561.4772
3629.101,-1889.0465,549.8092
3593.1085,-1913.5322,536.0478
3549.3953,-1946.0453,518.8114
3549.6427,-1900.5027,517.9419
3506.0379,-1913.0553,499.3576
3455.9659,-1942.5032,477.599
3468.7471,-1890.7516,484.4574
3436.543,-1910.201,472.36
3398.6681,-1933.2765,459.745
3383.3416,-1887.7279,458.0229
3368.7622,-1918.0466,453.839
3338.284,-1904.0066,449.1856
3302.8145,-1945.6974,443.64
3282.1097,-1894.9611,443.27
3317.4652,-1855.2726,446.699
3266.9122,-1839.9168,441.9339
3244.2412,-1876.1197,440.7129
3229.1161,-1915.7419,439.64
3179.3147,-1887.3212,437.158
3168.5547,-1843.0605,436.512
3135.2133,-1824.3562,434.5662
3084.049,-1818.0786,432.1082
3113.751,-1787.3701,434.08
3064.123,-1775.9047,431.9204
3041.2893,-1817.511,430.524
3053.5196,-1858.6522,431.348
3002.3397,-1839.9168,429.418
2978.0132,-1880.8704,428.69
2947.3173,-1859.6782,427
2903.9822,-1843.0605,425.5376
2919.5597,-1808.0488,426.2004
2970.2191,-1799.9456,429.2919
2941.5391,-1782.8839,428.3108
2918.8597,-1758.3532,427.6986
2889.4889,-1783.623,426.08
2870.6408,-1824.3562,423.7
2819.4765,-1818.0786,420.419
2849.1785,-1787.3701,423.7006
2799.5505,-1775.9047,420.24
2776.7168,-1817.511,417.2946
2788.9471,-1858.6522,418.47
2737.7672,-1839.9168,414.548
2713.4407,-1880.8704,412.9179
2682.7448,-1859.6782,410.636
2705.5418,-1799.986,413.1466
2654.9872,-1808.0488,408.049
2646.4427,-1850.4024,407.9896
2612.6584,-1834.1571,405.494
2576.1696,-1815.9475,402.8586
2529.9598,-1850.7875,400.214
2524.7409,-1809.9212,399.4
2473.1947,-1839.9168,396.2006
2447.2543,-1877.6849,394.5038
2410.3388,-1862.9766,391.7419
2361.0744,-1835.3396,387.7989
2390.4148,-1808.0488,389.5876
2436.4212,-1836.759,393.469
2440.9693,-1799.986,395.3109
2418.3356,-1775.4546,393.3674
2389.7147,-1758.3532,391.145
2360.3461,-1783.6098,388.9402
2330.9886,-1808.8795,385.15
2307.636,-1775.0378,384.98
2291.8365,-1811.2773,382.674
2325.3423,-1845.8223,385.492
2288.4098,-1850.5086,383.335
2254.8975,-1834.5915,381.3829
2219.3748,-1845.2435,380.356
2190.3255,-1802.6087,378.68
2232.4318,-1804.9825,379.7574
2212.7894,-1778.571,380.7
2162.4694,-1768.314,380.0018
2141.9783,-1820.2768,378.574
2129.3772,-1779.2884,380.1138
2076.477,-1785.9724,380.04
2032.992,-1818.2898,377.992
